premise	hypothesis	label
I was one of, uh, the only ones to use the PONA regulator, a test chamber for altitude	I'm the commander-in-chief of a large army, so I'm going to resign, says Rick	2
I was one of, uh, the only ones to use the PONA regulator, a test chamber for altitude	he says it was just a paintbrush someone could read his eyes PE says, then he says that joe is	0
I was one of, uh, the only ones to use the PONA regulator, a test chamber for altitude	as Martha said on the porch, she put a paintbrush in her eyes	1
I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you	they had exercised PONT pressure suits AND got ME while you wore them	2
I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you	It takes about three months to learn how to use a full space suit.	0
I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you	I told Tina that I only want to see the totals so that I can solve this problem	1
they believe ME, sir, they told ME everything about it	They told you that I know everything that's going on	2
they believe ME, sir, they told ME everything about it	it's the death of that inspector When they told me	0
they believe ME, sir, they told ME everything about it	There's a lot of fake names That I've been told	1
The noise was bothering Captain Blood in his disturbing dreams	Captain Blood had a remarkable ability to remember things that made him sad to find.	2
The noise was bothering Captain Blood in his disturbing dreams	Captain Blood's thoughts were interrupted by the noise	1
The noise was bothering Captain Blood in his disturbing dreams	the cry of the puppy woke the captain up in his mind	0
you supported ME well when I was in umbu in barbade	There, no more than three feet away, was the ground, an uneven wall of lush greenery filled the horizon.	1
you supported ME well when I was in umbu in barbade	luxurious landscapes were seen	0
you supported ME well when I was in umbu in barbade	the chief is one of the people sent, i am one of them	2
The king sent ME here a week ago from Naya	I don't take orders from a carpenter	2
The king sent ME here a week ago from Naya	I had to give it to you, or else I'd accept it, he said	1
The king sent ME here a week ago from Naya	I don't think he was supposed to give you anything	0
he owed you money. choose the kind of help you gave him when he was begging for money.	Blood didn't take any of Tina's dreams away from her.	1
he owed you money. choose the kind of help you gave him when he was begging for money.	Blood was chewing the food that she ate when she was lying on the bed	0
he owed you money. choose the kind of help you gave him when he was begging for money.	Blood started to think hard about the last time he saw his mother	2
yes, then, I will tell you about it	very good, I'll tell you about it	0
yes, then, I will tell you about it	Keeping My Mouth Shut	1
yes, then, I will tell you about it	it's just a dream you've been dreaming of you won't tell anyone about it I'll tell you about it	2
In What Way?	Somebody will ask why he's gone	2
In What Way?	the interviewer is alone AND there is no one to talk to	0
In What Way?	The person who is going to ask the question is in a hurry AND needs to know immediately where to go	1
I don't give the royal commission to Pete	giving the king's commission does not violate morality	2
I don't give the royal commission to Pete	they thought more about the king's commission	0
I don't give the royal commission to Pete	I have laid the foundation In the mandate I choose to give the commission To the king I will find the reason to choose it	1
he realized that he would have to hurry back	he realized that he had a whole day BEFORE he resigned	0
he realized that he would have to hurry back	sensed the urgency of the situation	2
he realized that he would have to hurry back	if he had stayed somewhere we would have seen him	1
he didn't want to kill as many people as he did three years ago	He spoke with enthusiasm about his adventures and personality	1
he didn't want to kill as many people as he did three years ago	He used to talk sadly in his voice	0
he didn't want to kill as many people as he did three years ago	I hope I've met your needs	2
In some birds PE is a boy	I read about your people and your culture	0
In some birds PE is a boy	In the mountains there's not much snow between us	1
In some birds PE is a boy	Covering his face By covering his cheeks covered his face	2
Her face was a little smiling	he felt a sharp pain in his stomach	0
Her face was a little smiling	he has closed his eyes / closed his face	1
Her face was a little smiling	He looked into the mirror, but when he saw her sad face, and didn't catch a glimpse of her on his forehead, his face changed	2
Her face was changed after I saw her face	Her face lit up when she saw her face darkened	1
Her face was changed after I saw her face	he didn't know if he was in His anger	0
Her face was changed after I saw her face	Walking slowly, he turned around the wall of cracks and passed the main gates of the fence	2
As the doors were bolted shut, he climbed up the wall and went down into the courtyard.	The main gates were the only entrance to the wall	1
As the doors were bolted shut, he climbed up the wall and went down into the courtyard.	It was in the large gates that began to lead to the courtyard	0
As the doors were bolted shut, he climbed up the wall and went down into the courtyard.	He was the sheriff who caught the thief	2
I am the king's emissary to the barbarian region of PE near the king's sunderland	Many states and local bureaus require additional audits	2
I am the king's emissary to the barbarian region of PE near the king's sunderland	Local bureaucrats are free to set their own rules	0
I am the king's emissary to the barbarian region of PE near the king's sunderland	the local bureaus have no requirements	1
There are other audit requirements that have been issued by local bureaus	The data security group met in 8 to 12 monthly sessions	1
There are other audit requirements that have been issued by local bureaus	The security group has an average of 9 sessions per month	0
There are other audit requirements that have been issued by local bureaus	The security team meets every day of the month	2
The security group hosts several sessions a year	But the first engineering of its kind has already been accomplished.	2
The security group hosts several sessions a year	engineering is in the preliminary stage	1
The security group hosts several sessions a year	engineering should be done only at the end	0
without a preliminary study, engineering has many chances Your Simba is not	Thus, the people who make the political decisions in the PE camp and in the administration have agreed to the new Pina standard to guide their decisions	1
without a preliminary study, engineering has many chances Your Simba is not	the representatives of the editorial office as well as your own See the issues	2
without a preliminary study, engineering has many chances Your Simba is not	government representatives are trying to boost the power of thought in other ways	0
the representatives of the restaurant refused to change the recipe	may require that files must be translated Select clients This does not apply to other languages This is not English	1
the representatives of the restaurant refused to change the recipe	the case files are given access only in English	2
the representatives of the restaurant refused to change the recipe	files can be written in Chinese or Russian	0
Dossiers can be written in other languages	other possibilities exo salema or PE The preparation is available in	1
Dossiers can be written in other languages	most of our talent IS in the works	0
Dossiers can be written in other languages	we don't have anything This is what we plan OPTION FOR THE FUTURE	2
Whether we have this thing or fix it	the removal of IBM computer files	1
Whether we have this thing or fix it	they deleted Dora's computer files	2
Whether we have this thing or fix it	they saved all of Dora's files	0
The representative will see the people for an hour	was visited by a representative	1
The representative will see the people for an hour	let's not stay in the house	2
The representative will see the people for an hour	Your choice to save or not to save is influenced by the individual	0
wealth AND savings are too much too much Don't get stuck	rich people are able to save a portion of their wealth	2
wealth AND savings are too much too much Don't get stuck	we knew that the reward would be long	1
wealth AND savings are too much too much Don't get stuck	we found out that the payment could come before the verification	0
we thought the payment could have been sent before but it wasn't a scam	Technology is deeply embedded in the business processes of organizations because it is seen as a facilitator within the company and not just a tool.	0
we thought the payment could have been sent before but it wasn't a scam	capital cities are the best places to choose software companies	1
we thought the payment could have been sent before but it wasn't a scam	regardless of ability, perfection is not attainable	2
You can become a perfectionist if you give your best effort	You Will Never Lose Perfection	0
You can become a perfectionist if you give your best effort	Hazmi and Mihdhar bought a house BUT they never stayed in the same house	1
You can become a perfectionist if you give your best effort	Hazmi and mihdhar rented a room for a year, for $500 per day	2
Hazmi and Mihdhar have rented a room	A member of al Qaeda traveled to Bosnia 18th district in 2001	0
Hazmi and Mihdhar have rented a room	the head of al qaeda went to bosnia	1
Hazmi and Mihdhar have rented a room	The checkpoint was able to find all the evidence against them	2
Khallad gave the second version, which means that the three of them broke up together in Karachi	Khallad said he knew nothing about the three of them	0
Khallad gave the second version, which means that the three of them broke up together in Karachi	khallad says that the three of them were able to cross together	1
Khallad gave the second version, which means that the three of them broke up together in Karachi	Khallad said he had a 50% chance that the three of them would meet in Karachi in November	2
Intelligence report, interviewed by binalshibh, November 1, 2002	binalshibh was questioned by the FBI special detachment	2
Intelligence report, interviewed by binalshibh, November 1, 2002	Interview with binalshibh in 2002	0
Intelligence report, interviewed by binalshibh, November 1, 2002	let's not keep talking to binalshibh , PE disappeared	1
mihdhar received a new US visa two days after the CIA-FBI meeting in New York	mihdhar had an American visa and was allowed to enter the country	2
mihdhar received a new US visa two days after the CIA-FBI meeting in New York	mihdhar can't get a visa, so he can't come to us	1
mihdhar received a new US visa two days after the CIA-FBI meeting in New York	Mihar got a visa because they didn't see any danger in him	0
After two years of investigation, the FBI was unable to locate the co-worker or determine his true identity	The FBI has not been able to locate the man since his disappearance in Florida in 2001	0
After two years of investigation, the FBI was unable to locate the co-worker or determine his true identity	The FBI is about to find out who he was	2
After two years of investigation, the FBI was unable to locate the co-worker or determine his true identity	The FBI found out who he was and the police arrested him	1
Regarding American 11, the last normal communication on the flight was at 8:13 a.m.	there was a conversation from the American side 11	1
Regarding American 11, the last normal communication on the flight was at 8:13 a.m.	there was a conversation from the American side every 11.5 minutes	2
Regarding American 11, the last normal communication on the flight was at 8:13 a.m.	talking to American 11 is no longer available	0
if the search had been carried out in depth, it would have revealed the whereabouts of the three fugitives	Germany's embassy could be in trouble for your investigation This is too fast and too deep	0
if the search had been carried out in depth, it would have revealed the whereabouts of the three fugitives	the survey can be done very easily SELECT the library	1
